评论内容,评价
"鲜黄清亮,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"日期新鲜,个大饱满,分量十足,物美价廉",好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,做蛋糕很香甜",好评
"鲜黄清亮,做蛋糕很香甜,物美价廉",好评
"日期新鲜,炒蛋煎蛋都很香",好评
"日期新鲜,蛋壳干净卫生,分量十足,炒蛋煎蛋都很香,物美价廉",好评
"个大饱满,物美价廉,包装完好无破损",好评
"日期新鲜,鲜黄清亮,物美价廉",好评
"蛋壳干净卫生,炒蛋煎蛋都很香,物美价廉",好评
👌,好评
蛋壳干净卫生,好评
"炒蛋煎蛋都很香,物美价廉",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"分量十足,做蛋糕很香甜",好评
"鲜黄清亮,分量十足,炒蛋煎蛋都很香",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
"日期新鲜,分量十足,宝宝辅食无菌更放心",好评
"日期新鲜,分量十足,炒蛋煎蛋都很香",好评
"个大饱满,适合做白煮蛋/溏心蛋",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"日期新鲜,鲜黄清亮,个大饱满,物美价廉",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"适合做白煮蛋/溏心蛋,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,个大饱满,分量十足",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"分量十足,炒蛋煎蛋都很香,包装完好无破损",好评
日期新鲜,好评
鲜黄清亮,好评
"物美价廉,包装完好无破损",好评
"个大饱满,宝宝辅食无菌更放心",好评
"分量十足,炒蛋煎蛋都很香,包装完好无破损",好评
"日期新鲜,有蛋香味,大小均匀,每周必买",好评
"日期新鲜,分量十足",好评
"个大饱满,分量十足,物美价廉",好评
日期新鲜,好评
"鲜黄清亮,蛋壳干净卫生,包装完好无破损",好评
"外壳有霉（黑）点,碎散（肉/蛋黄）",差评
"日期新鲜,做蛋糕很香甜,炒蛋煎蛋都很香",好评
适合做白煮蛋/溏心蛋,好评
"日期新鲜,大小均匀,每周必买",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,分量十足",好评
宝宝辅食无菌更放心,好评
"蛋壳干净卫生,分量十足,物美价廉",好评
"日期新鲜,分量十足",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,个大饱满",好评
"蛋壳干净卫生,个大饱满",好评
"炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
"日期新鲜,个大饱满,分量十足",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,个大饱满",好评
"个大饱满,物美价廉,包装完好无破损",好评
"炒蛋煎蛋都很香,包装完好无破损",好评
"日期新鲜,分量十足,炒蛋煎蛋都很香",好评
"炒蛋煎蛋都很香,包装完好无破损",好评
"蛋壳干净卫生,物美价廉",好评
"鲜黄清亮,宝宝辅食无菌更放心,物美价廉",好评
"炒蛋煎蛋都很香,物美价廉",好评
"适合做白煮蛋/溏心蛋,包装完好无破损",好评
"蛋壳干净卫生,炒蛋煎蛋都很香",好评
"日期新鲜,做蛋糕很香甜",好评
"蛋壳干净卫生,分量十足,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,物美价廉",好评
"炒蛋煎蛋都很香,物美价廉",好评
一般,好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"日期新鲜,个大饱满,包装完好无破损",好评
"个大饱满,分量十足,做蛋糕很香甜",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"个大饱满,分量十足",好评
"鲜黄清亮,个大饱满,做蛋糕很香甜",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足",好评
"分量十足,宝宝辅食无菌更放心",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
好,好评
"分量十足,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,包装完好无破损",好评
"鲜黄清亮,蛋壳干净卫生,包装完好无破损",好评
"鲜黄清亮,个大饱满,炒蛋煎蛋都很香",好评
"日期新鲜,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,个大饱满,做蛋糕很香甜",好评
"日期新鲜,炒蛋煎蛋都很香",好评
"鲜黄清亮,个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,个大饱满,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"做蛋糕很香甜,炒蛋煎蛋都很香,物美价廉",好评
"鲜黄清亮,物美价廉,包装完好无破损",好评
"个大饱满,分量十足,物美价廉",好评
"鲜黄清亮,个大饱满,包装完好无破损",好评
"日期新鲜,宝宝辅食无菌更放心",好评
"日期新鲜,宝宝辅食无菌更放心",好评
商品口感不好,差评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"日期新鲜,鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"鲜黄清亮,个大饱满,分量十足",好评
"蛋壳干净卫生,分量十足,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,分量十足,物美价廉",好评
好吃,好评
"分量十足,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"鲜黄清亮,宝宝辅食无菌更放心",好评
"日期新鲜,炒蛋煎蛋都很香,物美价廉",好评
"分量十足,做蛋糕很香甜",好评
"分量十足,宝宝辅食无菌更放心",好评
"日期新鲜,蛋壳干净卫生,包装完好无破损",好评
"蛋壳干净卫生,个大饱满,炒蛋煎蛋都很香",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,分量十足",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满",好评
"分量十足,适合做白煮蛋/溏心蛋",好评
鲜黄清亮,好评
"做蛋糕很香甜,包装完好无破损",好评
"鲜黄清亮,个大饱满,做蛋糕很香甜",好评
"日期新鲜,做蛋糕很香甜,炒蛋煎蛋都很香",好评
"个大饱满,分量十足,适合做白煮蛋/溏心蛋",好评
"鲜黄清亮,分量十足,做蛋糕很香甜",好评
"个大饱满,做蛋糕很香甜,物美价廉",好评
"日期新鲜,鲜黄清亮,做蛋糕很香甜",好评
"碎散（肉/蛋黄）,外壳（包装）破损破裂",差评
"日期新鲜,炒蛋煎蛋都很香",好评
蛋壳干净卫生,好评
"日期新鲜,鲜黄清亮,分量十足,做蛋糕很香甜",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"日期新鲜,分量十足,宝宝辅食无菌更放心",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"蛋壳干净卫生,包装完好无破损",好评
"日期新鲜,鲜黄清亮,分量十足",好评
大小均匀,好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,做蛋糕很香甜,物美价廉",好评
"鲜黄清亮,分量十足,做蛋糕很香甜",好评
"做蛋糕很香甜,炒蛋煎蛋都很香",好评
"日期新鲜,个大饱满,物美价廉",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋",好评
"做蛋糕很香甜,包装完好无破损",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"日期新鲜,个大饱满,做蛋糕很香甜",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,包装完好无破损",好评
"鲜黄清亮,分量十足,包装完好无破损",好评
"个大饱满,做蛋糕很香甜,物美价廉",好评
"个大饱满,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,个大饱满,分量十足",好评
"日期新鲜,鲜黄清亮,物美价廉",好评
"日期新鲜,蛋壳干净卫生",好评
"分量十足,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"鲜黄清亮,个大饱满,物美价廉",好评
"变质腥臭/发粘,外壳有霉（黑）点,分量（克重）不足,临近质保期,商品口感不好,商品信息描述不符,食品内有异物,食用后身体不适,收到时已过期,碎散（肉/蛋黄）,外部不干净（血/毛）,外壳（包装）破损破裂",差评
"鲜黄清亮,宝宝辅食无菌更放心",好评
"分量十足,炒蛋煎蛋都很香",好评
"做蛋糕很香甜,包装完好无破损",好评
"鲜黄清亮,蛋壳干净卫生",好评
"炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
个大饱满,好评
"个大饱满,炒蛋煎蛋都很香,包装完好无破损",好评
"日期新鲜,鲜黄清亮",好评
"做蛋糕很香甜,炒蛋煎蛋都很香",好评
鲜黄清亮,好评
"鲜黄清亮,蛋壳干净卫生,做蛋糕很香甜",好评
"鲜黄清亮,蛋壳干净卫生,分量十足",好评
"鲜黄清亮,物美价廉,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"蛋壳干净卫生,包装完好无破损",好评
"分量十足,物美价廉,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,炒蛋煎蛋都很香,物美价廉,包装完好无破损",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"鲜黄清亮,个大饱满",好评
"蛋壳干净卫生,做蛋糕很香甜,物美价廉",好评
"日期新鲜,个大饱满,宝宝辅食无菌更放心",好评
"鲜黄清亮,蛋壳干净卫生,个大饱满",好评
"鲜黄清亮,包装完好无破损",好评
"做蛋糕很香甜,炒蛋煎蛋都很香,包装完好无破损",好评
"蛋壳干净卫生,做蛋糕很香甜,包装完好无破损",好评
"鲜黄清亮,炒蛋煎蛋都很香,物美价廉",好评
"日期新鲜,做蛋糕很香甜,炒蛋煎蛋都很香",好评
"日期新鲜,鲜黄清亮",好评
"蛋壳干净卫生,个大饱满,物美价廉",好评
外壳（包装）破损破裂,差评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"蛋壳干净卫生,分量十足",好评
"日期新鲜,做蛋糕很香甜,包装完好无破损",好评
炒蛋煎蛋都很香,好评
"炒蛋煎蛋都很香,物美价廉,包装完好无破损",好评
"个大饱满,宝宝辅食无菌更放心",好评
"个大饱满,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,个大饱满,物美价廉",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"个大饱满,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"鲜黄清亮,做蛋糕很香甜",好评
"鲜黄清亮,物美价廉",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"鲜黄清亮,包装完好无破损",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"蛋壳干净卫生,分量十足,物美价廉",好评
"蛋壳干净卫生,个大饱满,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,分量十足",好评
"炒蛋煎蛋都很香,包装完好无破损",好评
物美价廉,好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"分量十足,宝宝辅食无菌更放心",好评
好评！,好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,个大饱满,分量十足,物美价廉",好评
"做蛋糕很香甜,物美价廉",好评
"变质腥臭/发粘,外壳有霉（黑）点,外壳（包装）破损破裂",差评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"日期新鲜,个大饱满,物美价廉",好评
"鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,个大饱满,分量十足",好评
"适合做白煮蛋/溏心蛋,包装完好无破损",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,分量十足,包装完好无破损",好评
"分量十足,宝宝辅食无菌更放心",好评
"分量十足,炒蛋煎蛋都很香,物美价廉",好评
适合做白煮蛋/溏心蛋,好评
"蛋壳干净卫生,炒蛋煎蛋都很香",好评
"日期新鲜,鲜黄清亮",好评
"个大饱满,适合做白煮蛋/溏心蛋",好评
宝宝辅食无菌更放心,好评
"个大饱满,物美价廉,包装完好无破损",好评
日期新鲜,好评
"做蛋糕很香甜,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,个大饱满,炒蛋煎蛋都很香",好评
"物美价廉,包装完好无破损",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
宝宝辅食无菌更放心,好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"分量十足,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,物美价廉,包装完好无破损",好评
"做蛋糕很香甜,物美价廉,包装完好无破损",好评
"个大饱满,包装完好无破损",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
鸡蛋不新鲜,差评
"蛋壳干净卫生,包装完好无破损",好评
"个大饱满,炒蛋煎蛋都很香",好评
"日期新鲜,个大饱满,包装完好无破损",好评
"鲜黄清亮,个大饱满,炒蛋煎蛋都很香",好评
"个大饱满,宝宝辅食无菌更放心",好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
"鲜黄清亮,分量十足,物美价廉",好评
"宝宝辅食无菌更放心,物美价廉",好评
"分量十足,物美价廉,包装完好无破损",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"鲜黄清亮,分量十足,物美价廉,包装完好无破损",好评
"日期新鲜,个大饱满,做蛋糕很香甜",好评
"蛋壳干净卫生,个大饱满,物美价廉",好评
"个大饱满,分量十足",好评
很好,好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满",好评
"鲜黄清亮,做蛋糕很香甜",好评
"鲜黄清亮,宝宝辅食无菌更放心",好评
"鲜黄清亮,蛋壳干净卫生,个大饱满,物美价廉,包装完好无破损",好评
"日期新鲜,包装完好无破损",好评
"日期新鲜,鲜黄清亮,个大饱满",好评
"个大饱满,分量十足,物美价廉",好评
"个大饱满,炒蛋煎蛋都很香,物美价廉",好评
"日期新鲜,分量十足,物美价廉",好评
"个大饱满,做蛋糕很香甜,物美价廉",好评
"适合做白煮蛋/溏心蛋,宝宝辅食无菌更放心",好评
商品口感不好,差评
"炒蛋煎蛋都很香,物美价廉",好评
宝宝辅食无菌更放心,好评
"分量十足,炒蛋煎蛋都很香,包装完好无破损",好评
"蛋壳干净卫生,包装完好无破损",好评
"适合做白煮蛋/溏心蛋,包装完好无破损",好评
"有蛋香味,吃口蛮好,性价比高,每周必买",好评
"蛋壳干净卫生,包装完好无破损",好评
"鲜黄清亮,个大饱满",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"日期新鲜,炒蛋煎蛋都很香",好评
"蛋壳干净卫生,做蛋糕很香甜,物美价廉",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"鲜黄清亮,分量十足,包装完好无破损",好评
"蛋壳干净卫生,个大饱满",好评
"适合做白煮蛋/溏心蛋,包装完好无破损",好评
"宝宝辅食无菌更放心,物美价廉",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"日期新鲜,蛋壳干净卫生,分量十足",好评
"蛋壳干净卫生,分量十足,包装完好无破损",好评
"分量十足,做蛋糕很香甜",好评
"日期新鲜,做蛋糕很香甜,物美价廉",好评
"日期新鲜,物美价廉,包装完好无破损",好评
"分量十足,宝宝辅食无菌更放心",好评
"做蛋糕很香甜,物美价廉,包装完好无破损",好评
包装完好无破损,好评
"日期新鲜,蛋壳干净卫生,做蛋糕很香甜",好评
"分量十足,做蛋糕很香甜,物美价廉",好评
"鲜黄清亮,个大饱满,做蛋糕很香甜",好评
物美价廉,好评
"外壳有霉（黑）点,临近质保期",差评
日期新鲜,好评
"鲜黄清亮,分量十足,炒蛋煎蛋都很香",好评
"日期新鲜,蛋壳干净卫生,包装完好无破损",好评
"日期新鲜,蛋壳干净卫生,物美价廉",好评
"日期新鲜,适合做白煮蛋/溏心蛋",好评
"日期新鲜,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,个大饱满,分量十足,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
日期新鲜,好评
"日期新鲜,包装完好无破损",好评
"鲜黄清亮,个大饱满,物美价廉",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"适合做白煮蛋/溏心蛋,物美价廉,包装完好无破损",好评
"分量十足,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
还行,好评
蛋壳干净卫生,好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,做蛋糕很香甜",好评
"日期新鲜,蛋壳干净卫生,做蛋糕很香甜",好评
"日期新鲜,蛋壳干净卫生,宝宝辅食无菌更放心",好评
"个大饱满,炒蛋煎蛋都很香,物美价廉",好评
"物美价廉,包装完好无破损",好评
"蛋壳干净卫生,做蛋糕很香甜,炒蛋煎蛋都很香",好评
"分量十足,物美价廉,包装完好无破损",好评
"做蛋糕很香甜,包装完好无破损",好评
外壳（包装）破损破裂,差评
"鲜黄清亮,包装完好无破损",好评
"日期新鲜,蛋壳干净卫生,分量十足,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,包装完好无破损",好评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"日期新鲜,个大饱满,包装完好无破损",好评
"个大饱满,分量十足,包装完好无破损",好评
"日期新鲜,做蛋糕很香甜",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,炒蛋煎蛋都很香",好评
"宝宝辅食无菌更放心,物美价廉",好评
"个大饱满,分量十足,做蛋糕很香甜",好评
"蛋壳干净卫生,个大饱满,物美价廉,包装完好无破损",好评
"鲜黄清亮,个大饱满,包装完好无破损",好评
"分量十足,适合做白煮蛋/溏心蛋",好评
"做蛋糕很香甜,炒蛋煎蛋都很香",好评
"日期新鲜,适合做白煮蛋/溏心蛋",好评
"鲜黄清亮,个大饱满,物美价廉",好评
"日期新鲜,鲜黄清亮,做蛋糕很香甜",好评
"日期新鲜,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮",好评
"鲜黄清亮,个大饱满,包装完好无破损",好评
"日期新鲜,蛋壳干净卫生,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"日期新鲜,分量十足,物美价廉",好评
"个大饱满,适合做白煮蛋/溏心蛋,物美价廉",好评
"分量十足,炒蛋煎蛋都很香",好评
"日期新鲜,蛋壳干净卫生",好评
"蛋壳干净卫生,个大饱满,做蛋糕很香甜",好评
"做蛋糕很香甜,包装完好无破损",好评
"蛋壳干净卫生,个大饱满",好评
"分量十足,做蛋糕很香甜",好评
碎散（肉/蛋黄）,差评
"日期新鲜,分量十足,适合做白煮蛋/溏心蛋",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"鲜黄清亮,做蛋糕很香甜",好评
"鲜黄清亮,分量十足",好评
"鲜黄清亮,蛋壳干净卫生,个大饱满",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"日期新鲜,分量十足,适合做白煮蛋/溏心蛋",好评
"日期新鲜,包装完好无破损",好评
"鲜黄清亮,分量十足,做蛋糕很香甜",好评
"蛋壳干净卫生,分量十足,炒蛋煎蛋都很香",好评
"分量十足,适合做白煮蛋/溏心蛋,物美价廉",好评
"蛋壳干净卫生,个大饱满,分量十足",好评
"鲜黄清亮,做蛋糕很香甜,物美价廉",好评
"鲜黄清亮,蛋壳干净卫生",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"鲜黄清亮,个大饱满,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"鲜黄清亮,个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,物美价廉",好评
"个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,蛋壳干净卫生,包装完好无破损",好评
适合做白煮蛋/溏心蛋,好评
"做蛋糕很香甜,包装完好无破损",好评
"日期新鲜,个大饱满,物美价廉",好评
"个大饱满,分量十足,物美价廉",好评
"做蛋糕很香甜,炒蛋煎蛋都很香,物美价廉",好评
"鲜黄清亮,分量十足,宝宝辅食无菌更放心",好评
"碎散（肉/蛋黄）,外壳（包装）破损破裂",差评
"鲜黄清亮,个大饱满,炒蛋煎蛋都很香",好评
"日期新鲜,性价比高,每周必买",好评
"鲜黄清亮,蛋壳干净卫生,做蛋糕很香甜",好评
"日期新鲜,吃口蛮好,性价比高",好评
"吃口蛮好,性价比高,每周必买",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"个大饱满,包装完好无破损",好评
"鲜黄清亮,个大饱满,分量十足",好评
"个大饱满,适合做白煮蛋/溏心蛋",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"鲜黄清亮,个大饱满,分量十足",好评
"个大饱满,做蛋糕很香甜",好评
"鲜黄清亮,蛋壳干净卫生,物美价廉",好评
"日期新鲜,宝宝辅食无菌更放心,物美价廉",好评
"日期新鲜,做蛋糕很香甜",好评
"日期新鲜,宝宝辅食无菌更放心,物美价廉",好评
"日期新鲜,鲜黄清亮,个大饱满,分量十足,炒蛋煎蛋都很香",好评
"分量十足,炒蛋煎蛋都很香,物美价廉",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,做蛋糕很香甜,炒蛋煎蛋都很香,物美价廉",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,宝宝辅食无菌更放心",好评
"做蛋糕很香甜,炒蛋煎蛋都很香,物美价廉",好评
"日期新鲜,蛋壳干净卫生",好评
"日期新鲜,分量十足,包装完好无破损",好评
蛋壳干净卫生,好评
"蛋壳干净卫生,包装完好无破损",好评
"分量十足,炒蛋煎蛋都很香",好评
外壳（包装）破损破裂,差评
"日期新鲜,炒蛋煎蛋都很香,物美价廉",好评
"炒蛋煎蛋都很香,包装完好无破损",好评
"鲜黄清亮,蛋壳干净卫生,个大饱满,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉",好评
"日期新鲜,分量十足,宝宝辅食无菌更放心",好评
物美价廉,好评
"个大饱满,做蛋糕很香甜,包装完好无破损",好评
"蛋壳干净卫生,做蛋糕很香甜,炒蛋煎蛋都很香",好评
分量十足,好评
"日期新鲜,鲜黄清亮,包装完好无破损",好评
"日期新鲜,个大饱满,物美价廉,包装完好无破损",好评
"日期新鲜,做蛋糕很香甜",好评
"鲜黄清亮,蛋壳干净卫生",好评
"鲜黄清亮,蛋壳干净卫生,物美价廉",好评
"日期新鲜,蛋壳干净卫生,物美价廉",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,炒蛋煎蛋都很香",好评
"日期新鲜,鲜黄清亮",好评
"日期新鲜,蛋壳干净卫生,分量十足",好评
"日期新鲜,做蛋糕很香甜",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,物美价廉",好评
"日期新鲜,炒蛋煎蛋都很香",好评
"鲜黄清亮,物美价廉,包装完好无破损",好评
"蛋壳干净卫生,炒蛋煎蛋都很香",好评
"日期新鲜,个大饱满,物美价廉",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"鲜黄清亮,个大饱满,物美价廉",好评
"蛋壳干净卫生,个大饱满",好评
"个大饱满,分量十足,包装完好无破损",好评
外壳有霉（黑）点,差评
"蛋壳干净卫生,个大饱满",好评
"鲜黄清亮,蛋壳干净卫生,物美价廉",好评
"鲜黄清亮,个大饱满",好评
"分量十足,包装完好无破损",好评
好,好评
"分量十足,包装完好无破损",好评
"日期新鲜,宝宝辅食无菌更放心",好评
"鲜黄清亮,适合做白煮蛋/溏心蛋,物美价廉",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"日期新鲜,蛋壳干净卫生,个大饱满,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
"物美价廉,包装完好无破损",好评
"鲜黄清亮,分量十足,物美价廉",好评
"日期新鲜,分量十足,物美价廉",好评
"个大饱满,物美价廉,包装完好无破损",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,个大饱满,分量十足,适合做白煮蛋/溏心蛋,做蛋糕很香甜,炒蛋煎蛋都很香,宝宝辅食无菌更放心,物美价廉,包装完好无破损",好评
"个大饱满,分量十足,做蛋糕很香甜",好评
"鲜黄清亮,物美价廉,包装完好无破损",好评
"鲜黄清亮,分量十足,适合做白煮蛋/溏心蛋",好评
"个大饱满,适合做白煮蛋/溏心蛋,物美价廉",好评
"个大饱满,做蛋糕很香甜,包装完好无破损",好评
"日期新鲜,个大饱满,物美价廉",好评
"日期新鲜,蛋壳干净卫生,物美价廉",好评
"分量十足,包装完好无破损",好评
"个大饱满,炒蛋煎蛋都很香,物美价廉",好评
"日期新鲜,物美价廉,包装完好无破损",好评
